#序號 字 小韻序號 頁碼
7468 𣃽 1002 152
7469 袲 1002 152
7470 儺 1002 152
7471 麼 1003 152
7472 䯢 1003 152
7473 娑 1004 152/153
7474 瑳 1005 153
7475 果 1006 153
7476 倮 1006 153
7477 𠜴裹 1006 153
7478 蜾 1006 153
7479 顆 1007 153
7480 堁 1007 153
7481 果 1007 153
7482 火 1008 153/154
7483 禍 1009 154
7484 旤 1009 154
7485 夥 1009 154
7486 髁 1009 154
7487 輠 1009 154
7488 𨍋 1009 154
7489 婐 1010 154
7490 果 1010 154
7491 跛 1011 154
7492 播 1011 154
7493 簸 1011 154/155
7494 磻 1011 155
7495 頗 1012 155
7496 叵 1012 155
7497 鎖 1013 155
7498 瑣 1013 155
7499 璅 1013 155
7500 䵀 1013 155
7501 坐 1014 155
7502 脞 1014 155
7503 朶 1015 155
7504 揣 1015 155
7505 挅 1015 155
7506 捶 1015 155
7507 埵 1015 155
7508 崜 1015 155
7509 𥠄 1015 155
7510 鬌 1015 155/156
7511 𥿰 1015 156
7512 妥 1016 156
7513 綏 1016 156
7514 䲊 1016 156
7515 橢 1016 156
7516 媠 1016 156
7517 撱 1016 156
7518 隋 1016 156
7519 墮 1016 156
7520 墯 1016 156
7521 惰 1016 156
7522 憜 1016 156
7523 嶞 1016 156
7524 𣐟 1016 156
7525 裸 1017 156
7526 果 1017 156
7527 臝 1017 156
7528 蠃 1017 156
7529 蠡 1017 156
7530 攭 1017 156
7531 蓏 1017 156/157
7532 𤼠 1017 157
7533 砢 1017 157
7534 邏 1017 157
7535 㛂 1018 157
7536 馬 1019 159/160
7537 碼 1019 160
7538 把 1020 160
7539 鮓 1021 160
7540 苴 1021 160
7541 槎 1022 160
7542 灑 1023 160
7543 洒 1023 160
7544 下 1024 160/161
7545 夏 1024 161
7546 廈 1024 161
7547 賈 1025 161
7548 斝 1025 161
7549 假 1025 161
7550 嘏 1025 161
7551 檟 1025 161/162
7552 夏 1025 162
7553 徦 1025 162
7554 椵 1025 162
7555 姹 1026 162
7556 閜 1027 162
7557 啞 1028 162
7558 瘂 1028 162
7559 雅 1028 162
7560 鴉 1028 162
7561 庌 1028 162/163
7562 疋 1028 163
7563 牙 1028 163
7564 踝 1029 163
7565 輠 1029 163
7566 倮 1029 163
7567 跨 1030 163
7568 胯 1030 163
7569 袴 1030 163
7570 㡁 1030 163
7571 骻 1030 163
7572 銙 1030 163
7573 夸 1030 163
7574 寡 1031 163
7575 瓦 1032 163/164
7576 打 1033 164
7577 葰 1034 164/164
7578 者 1035 167
7579 赭 1035 167
7580 社 1036 167
7581 寫 1037 167
7582 瀉 1037 167
7583 𣞐 1037 167
7584 且 1038 167
7585 捨 1039 167/168
7586 舍 1039 168
7587 苴 1040 168
7588 灺 1040 168
7589 奲 1041 168
7590 哆 1041 168
7591 䞣 1041 168
7592 䰩 1041 168
7593 奓 1041 168
7594 撦 1041 168
7595 野 1042 168
7596 埜 1042 168
7597 也 1042 168
7598 冶 1042 168
7599 蠱 1042 168
7600 惹 1043 168/169
7601 若 1043 169
7602 姐 1044 169
7603 養 1045 172
7604 懩 1045 172
7605 瀁 1045 172
7606 癢 1045 172
7607 鞅 1046 172
7608 怏 1046 172
7609 佒 1046 172
7610 詇 1046 172
7611 䒋 1046 172
7612 柍 1046 172
7613 象 1047 172
7614 像 1047 172
7615 襐 1047 173
7616 潒 1047 173
7617 橡 1047 173
7618 蟓 1047 173
7619 嶑 1047 173
7620 獎 1048 173
7621 㢡 1048 173
7622 蔣 1048 173
7623 槳 1048 173
7624 兩 1049 173
7625 裲 1049 173
7626 魎 1049 173
7627 蜽 1049 173
7628 良 1049 173/174
7629 緉 1049 174
7630 掚 1049 174
7631 彊 1050 174
7632 强 1050 174
7633 疆 1050 174
7634 滰 1050 174
7635 勥 1050 174
7636 仰 1051 174
7637 卬 1051 174
7638 想 1052 174
7639 鯗 1052 174
7640 㼽 1053 174
7641 搶 1053 174
7642 磢 1053 174
7643 𡻯 1053 174
7644 敞 1054 174
7645 氅 1054 174
7646 倘 1054 174
7647 惝 1054 174
7648 𢠵 1054 174
7649 廠 1054 175
7650 僘 1054 175
7651 昶 1054 175
7652 鋹 1054 175
7653 掌 1055 175
7654 長 1055 175
7655 爽 1056 175
7656 騻 1056 175
7657 鷞 1056 175
7658 塽 1056 175
7659 漺 1056 175
7660 㼽 1056 175
7661 𢥠 1056 175
7662 響 1057 175
7663 嚮 1057 175
7664 鄉 1057 175
7665 饗 1057 175
7666 蠁 1057 175
7667 曏 1057 175
7668 享 1057 175/176
7669 亨 1057 176
7670 向 1057 176
7671 襁 1058 176
7672 繈 1058 176
7673 鏹 1058 176
7674 丈 1059 176
7675 杖 1059 176
7676 仗 1059 176
7677 壤 1060 176/177
7678 穰 1060 177
7679 攘 1060 177
7680 䑋 1060 177
7681 賞 1061 177
7682 餉 1061 177
7683 上 1062 177
7684 髣 1063 177
7685 仿 1063 177
7686 彷 1063 177
7687 眆 1063 177
7688 紡 1063 177
7689 昉 1063 177
7690 倣 1063 177
7691 放 1063 177
7692 瓬 1063 177
7693 罔 1064 177/178
7694 網 1064 178
7695 方 1064 178
7696 誷 1064 178
7697 惘 1064 178
7698 輞 1064 178
7699 枉 1065 178
7700 往 1066 178
7701 暀 1066 178
7702 怳 1067 178
7703 𦬺 1067 178
7704 搶 1068 178
7705 𠞮 1068 178
7706 迋 1069 178
7707 俇 1069 178/179
7708 蕩 1070 179
7709 盪 1070 179
7710 璗 1070 179
7711 瑒 1070 179
7712 愓 1070 179
7713 簜 1070 179
7714 碭 1070 179
7715 黨 1071 179
7716 讜 1071 179
7717 儻 1072 179
7718 黨 1072 179
7719 帑 1072 179
7720 曭 1072 179
7721 𣎲 1072 179
7722 曩 1073 179
7723 㶞 1073 179
7724 瀼 1073 179
7725 榜 1074 179
7726 䋽 1074 179
7727 莽 1075 179
7728 㟿 1075 179
7729 㬒 1075 179
7730 漭 1075 179
7731 蟒 1075 179
7732 䥈 1075 179
7733 茫 1075 179/180
7734 厖 1075 180
7735 顙 1076 180
7736 磉 1076 180
7737 蒼 1077 180
7738 駔 1078 180
7739 髒 1078 180
7740 奘 1079 180
7741 沆 1080 180
7742 吭 1080 180
7743 肮 1080 180
7744 頏 1080 180
7745 亢 1080 180
7746 魧 1080 180
7747 蚢 1080 180
7748 骯 1080 180
7749 忼 1081 180
7750 慷 1081 180
7751 坱 1082 180
7752 泱 1082 180
7753 岟 1082 180
7754 𨠗 1082 180
7755 盎 1082 180
7756 㼜 1082 180
7757 㽘 1083 180
7758 䴚 1083 180
7759 䭹 1084 180
7760 晃 1085 181
7761 晄 1085 181
7762 爌 1085 181
7763 皇 1085 181
7764 煌 1085 181
7765 櫎 1085 181
7766 榥 1085 181
7767 幌 1085 181
7768 滉 1085 181
7769 洸 1085 181
7770 潢 1085 181
7771 皩 1085 181
7772 慌 1085 181
7773 𣉪 1085 181
7774 㬻 1085 181
7775 懬 1086 181
7776 壙 1086 181
7777 廣 1087 181
7778 講 1088 181
7779 耩 1088 181
7780 港 1088 181
7781 棒 1089 181
7782 棓 1089 181
7783 蚌 1089 181
7784 蜯 1089 181
7785 䎧 1089 181
7786 玤 1089 181/182
7787 項 1090 182
7788 缿 1090 182
7789 朗 1091 182
7790 梗 1092 184
7791 挭 1092 184
7792 鯁 1092 184
7793 綆 1092 184
7794 䋁 1092 184
7795 哽 1092 184
7796 骾 1092 184
7797 杏 1093 184
7798 荇 1093 184
7799 莕 1093 184
7800 卝 1094 184
7801 礦 1095 184/185
7802 𪍿 1095 185
7803 懭 1095 185
7804 獷 1095 185
7805 猛 1096 185
7806 艋 1096 185
7807 蜢 1096 185
7808 蠯 1097 185
7809 冷 1098 185
7810 瑒 1099 185
7811 丙 1100 185
7812 炳 1100 185
7813 怲 1100 185
7814 邴 1100 185
7815 蛃 1100 185
7816 秉 1100 185/186
7817 抦 1100 186
7818 寎 1100 186
7819 餅 1100 186
7820 屛 1100 186
7821 并 1100 186
7822 偋 1100 186
7823 辟 1100 186
7824 箳 1100 186
7825 併 1100 186
7826 鞞 1100 186
7827 鞸 1100 186
7828 竝 1101 186
7829 並 1101 186
7830 併 1101 186
7831 頃 1102 186
7832 檾 1102 186/187
7833 褧 1102 187
7834 絅 1102 187
7835 迥 1103 187
7836 泂 1103 187
7837 炯 1103 187
7838 詗 1104 187
7839 烓 1104 187
7840 濙 1105 187
7841 瑩 1105 187
7842 悻 1106 187
7843 婞 1106 187
7844 涬 1106 187
7845 㓑 1106 187
7846 脛 1106 187
7847 踁 1106 187
7848 謦 1107 187
7849 綮 1107 187
7850 皿 1108 187
7851 省 1109 187
7852 眚 1109 187/188
7853 㾪 1109 188
7854 影 1110 188
7855 景 1110 188
7856 梬 1110 188
7857 穎 1111 188
7858 潁 1111 188
7859 郢 1111 188
7860 癭 1111 189
7861 廮 1111 189
7862 景 1112 189
7863 境 1112 189
7864 剄 1112 189
7865 頸 1112 189
7866 儆 1112 189
7867 警 1112 189
7868 㯳 1112 189
7869 檠 1112 189
7870 擏 1112 189
7871 永 1113 189
7872 憬 1114 189
7873 熲 1114 189
7874 璟 1114 189
7875 囧 1114 189
7876 炅 1114 189
7877 耿 1115 189/190
7878 幸 1116 190
7879 行 1116 190
7880 倖 1116 190
7881 黽 1117 190
7882 鼆 1117 190
7883 靜 1118 190
7884 靖 1118 190
7885 竫 1118 190
7886 清 1118 190
7887 靚 1118 190
7888 婧 1118 190
7889 穽 1118 190
7890 省 1119 190
7891 渻 1119 190
7892 箵 1119 190/191
7893 醒 1119 191
7894 惺 1119 191
7895 篂 1119 191
7896 星 1119 191
7897 請 1120 191
7898 睛 1120 191
7899 井 1121 191
7900 逞 1122 191
7901 騁 1122 191
7902 庱 1122 191
7903 裎 1122 191
7904 領 1123 191
7905 嶺 1123 191
7906 袊 1123 191
7907 頂 1124 191
7908 鼎 1124 191/192
7909 酊 1124 192
7910 艼 1124 192
7911 打 1124 192
7912 肯 1125 192
7913 肎 1125 192
7914 肻 1125 192
7915 茗 1126 192
7916 冥 1126 192
7917 瞑 1126 192
7918 溟 1126 192
7919 挺 1127 192
7920 梃 1127 192
7921 鋌 1127 192
7922 霆 1127 192
7923 艇 1127 192
7924 脡 1127 192
7925 侹 1127 192
7926 珽 1127 192
7927 頲 1127 192/193
7928 圩 1127 193
7929 町 1127 193
7930 莛 1127 193
7931 娗 1127 193
7932 濘 1128 193
7933 𩕳 1128 193
7934 拯 1129 193
7935 氶 1129 193
7936 抍 1129 193
7937 撜 1129 193
7938 𢮋 1129 193
7939 𨋬 1129 193
7940 整 1129 193
7941 㱡 1130 193
7942 冼 1130 193
7943 等 1131 193
7944 有 1132 195
7945 右 1132 195
7946 友 1132 195
7947 酉 1132 195
7948 丣 1132 195
7949 牖 1132 195
7950 卣 1132 195
7951 脩 1132 195
7952 槱 1132 195
7953 梄 1132 195
7954 庮 1132 195
7955 琇 1132 195
7956 莠 1132 195
7957 誘 1132 195
7958 羑 1132 195
7959 輶 1132 195
7960 攸 1132 196
7961 滫 1133 196
7962 糔 1133 196
7963 酒 1134 196
7964 首 1135 196
7965 手 1135 196
7966 守 1135 196
7967 狩 1135 196
7968 帚 1136 196
7969 肘 1136 196
7970 醜 1137 196
7971 丑 1137 196/197
7972 杻 1137 197
7973 受 1138 197
7974 綬 1138 197
7975 授 1138 197
7976 壽 1138 197
7977 蹂 1139 197
7978 厹 1139 197
7979 揉 1139 197
7980 輮 1139 197
7981 糅 1139 197
7982 紂 1140 197
7983 鮦 1140 197
7984 柳 1141 197/198
7985 罶 1141 198
7986 瀏 1141 198
7987 漻 1141 198
7988 蟉 1141 198
7989 𩖴 1141 198
7990 懰 1141 198
7991 紐 1142 198
7992 忸 1142 198
7993 鈕 1142 198
7994 狃 1142 198/199
7995 杻 1142 199
7996 黝 1143 199
7997 幽 1143 199
7998 眑 1143 199
7999 岰 1143 199
8000 怮 1143 199
8001 泑 1143 199
8002 懮 1143 199
8003 朽 1144 199
8004 糗 1145 199
8005 九 1146 199/200
8006 久 1146 200
8007 玖 1146 200
8008 灸 1146 200
8009 韭 1146 200
8010 糾 1146 200
8011 糺 1146 200
8012 赳 1146 200
8013 朻 1146 200
8014 臼 1147 200
8015 舅 1147 200
8016 咎 1147 200
8017 䛮 1147 200
8018 麔 1147 200
8019 舊 1147 200
8020 黈 1148 200
8021 妵 1148 200/201
8022 鋀 1149 201
8023 揄 1149 201
8024 塿 1150 201
8025 婁 1150 201
8026 甊 1150 201
8027 嶁 1150 201
8028 𪍣 1150 201
8029 簍 1150 201
8030 漊 1150 201
8031 㝅 1151 201
8032 穀 1151 201
8033 缶 1152 201
8034 缻 1152 201
8035 否 1152 201
8036 不 1152 201
8037 阜 1153 201
8038 婦 1153 201
8039 負 1153 201/202
8040 萯 1153 202
8041 偩 1153 202
8042 溲 1154 202
8043 醙 1154 202
8044 獀 1154 202
8045 掫 1155 202
8046 厚 1156 202
8047 后 1156 202
8048 詬 1156 202
8049 郈 1156 202
8050 後 1156 202
8051 吼 1157 202
8052 呴 1157 202/203
8053 吽 1157 203
8054 㖃 1157 203
8055 口 1158 203
8056 叩 1158 203
8057 𧥣 1158 203
8058 扣 1158 203
8059 耇 1159 203
8060 玽 1159 203
8061 苟 1159 203
8062 枸 1159 203
8063 笱 1159 203
8064 狗 1159 203
8065 㺃 1159 203
8066 垢 1159 203
8067 詬 1159 203
8068 歐 1160 203
8069 嘔 1160 203
8070 𢿛 1160 203
8071 偶 1161 204
8072 耦 1161 204
8073 腢 1161 204
8074 髃 1161 204
8075 蕅 1161 204
8076 喁 1161 204
8077 剖 1162 204
8078 部 1162 204
8079 掊 1162 204
8080 培 1162 204
8081 蔀 1162 204
8082 瓿 1162 204
8083 䏽 1162 204
8084 母 1163 204
8085 拇 1163 204
8086 畝 1163 204/205
8087 䳇 1163 205
8088 某 1163 205
8089 牡 1163 205
8090 莽 1163 205
8091 茂 1163 205
8092 叟 1164 205
8093 傁 1164 205
8094 瞍 1164 205
8095 藪 1164 205
8096 籔 1164 205
8097 棷 1164 205
8098 嗾 1164 205
8099 蔌 1164 205
8100 趣 1165 205
8101 取 1165 205
8102 鯫 1165 205
8103 走 1166 205
8104 斗 1167 205/206
8105 枓 1167 206
8106 豆 1167 206
8107 蚪 1167 206
8108 陡 1167 206
8109 寢 1168 209
8110 寑 1168 209
8111 侵 1168 209
8112 鋟 1168 209
8113 𥧲 1169 209
8114 審 1170 209
8115 諗 1170 209
8116 沈 1170 209
8117 瞫 1170 209
8118 嬸 1170 209
8119 𤘣 1170 209
8120 淰 1170 209
8121 瀋 1171 209
8122 沈 1171 209
8123 枕 1172 209/210
8124 甚 1173 210
8125 葚 1173 210
8126 椹 1173 210
8127 餁 1174 210
8128 䭃 1174 210
8129 稔 1174 210
8130 腍 1174 210
8131 恁 1174 210
8132 衽 1174 210
8133 荏 1174 210
8134 㾕 1175 210
8135 槮 1175 210
8136 墋 1176 210
8137 糝 1177 210
8138 吟 1178 210/211
8139 踸 1179 211
8140 趻 1179 211
8141 瞫 1179 211
8142 朕 1180 211
8143 螣 1180 211
8144 廩 1181 211
8145 稟 1181 211
8146 懍 1181 211
8147 凜 1181 211
8148 錦 1182 211
8149 噤 1183 211
8150 唫 1183 211
8151 凚 1183 211
8152 飲 1184 211/212
8153 感 1185 213
8154 䃭 1185 213
8155 灨 1185 213
8156 㔶 1185 213
8157 禫 1186 213
8158 髧 1186 213
8159 抌 1186 213
8160 倓 1186 213
8161 黮 1186 213
8162 窞 1186 213
8163 欿 1186 213
8164 啿 1186 213
8165 萏 1186 213
8166 醰 1186 213
8167 覃 1186 213
8168 嘾 1186 213
8169 頷 1187 213
8170 撼 1187 213
8171 憾 1187 214
8172 感 1187 214
8173 䓿 1187 214
8174 坎 1188 214
8175 惂 1188 214
8176 欿 1188 214
8177 轗 1188 214
8178 晻 1189 214
8179 馣 1189 214
8180 菴 1189 214
8181 揞 1189 214
8182 唵 1189 214
8183 闇 1189 214
8184 暗 1189 214
8185 黭 1189 214
8186 匼 1189 214
8187 頷 1190 214
8188 糝 1191 214
8189 參 1191 214
8190 槮 1191 214
8191 慘 1192 214
8192 㦧 1192 214
8193 㿊 1192 214/215
8194 歜 1193 215
8195 寁 1194 215
8196 昝 1194 215
8197 紞 1195 215
8198 黕 1195 215
8199 眈 1195 215
8200 襑 1196 215
8201 醓 1196 215
8202 醷 1196 215
8203 嗿 1196 215
8204 菼 1196 215
8205 緂 1196 215
8206 毯 1196 215
8207 𦃖 1196 215
8208 倓 1196 215/216
8209 豏 1197 216
8210 㺌 1197 216
8211 檻 1198 216
8212 濫 1198 216
8213 轞 1198 216
8214 𨏊 1198 216
8215 艦 1198 216
8216 闞 1199 216
8217 㯺 1199 216
8218 喊 1199 216
8219 顑 1199 216
8220 豃 1199 216
8221 槧 1200 216
8222 膽 1201 216
8223 啖 1202 216
8224 啗 1202 216
8225 噉 1202 216
8226 澹 1202 217
8227 淡 1202 217
8228 憺 1202 217
8229 惔 1202 217
8230 壈 1203 217
8231 𨎹 1203 217
8232 敢 1204 217
8233 澉 1204 217
8234 覽 1205 217
8235 攬 1205 217
8236 擥 1205 217
8237 㩜 1205 217
8238 欖 1205 217
8239 減 1206 217
8240 鹻 1206 217
8241 黯 1207 217
8242 黶 1207 217
8243 黬 1207 217
8244 黤 1207 217
8245 摻 1208 217
8246 㨻 1208 217
8247 㺑 1208 217
8248 斬 1209 217
8249 湛 1210 217/218
8250 嶃 1211 218
8251 巉 1211 218
8252 鋄 1212 218
8253 𪑉 1212 218
8254 范 1213 218
8255 𧍙 1213 218
8256 笵 1213 218
8257 範 1213 218
8258 𨊠 1213 218
8259 軓 1213 218
8260 犯 1213 218
8261 琰 1214 220
8262 剡 1214 220
8263 覃 1214 220
8264 錟 1214 220
8265 掞 1214 220
8266 淡 1214 220
8267 燄 1214 220
8268 灔 1214 220
8269 灩 1214 220
8270 广 1214 220
8271 嚴 1214 220
8272 儼 1214 220
8273 曮 1214 220
8274 奄 1215 220
8275 掩 1215 220
8276 揜 1215 220
8277 罨 1215 220
8278 崦 1215 220/221
8279 閹 1215 221
8280 晻 1215 221
8281 渰 1215 221
8282 弇 1215 221
8283 檿 1215 221
8284 厭 1215 221
8285 魘 1215 221
8286 黶 1215 221
8287 埯 1215 221
8288 䣍 1215 221
8289 閃 1216 221
8290 覢 1216 221
8291 睒 1216 221
8292 淰 1216 221
8293 陝 1216 221/222
8294 㴸 1216 222
8295 剡 1216 222
8296 冉 1217 222
8297 苒 1217 222
8298 染 1217 222
8299 諂 1218 222
8300 讇 1218 222
8301 斂 1219 222
8302 羷 1219 222
8303 瀲 1219 222
8304 蘞 1219 222
8305 溓 1219 222
8306 險 1220 222/223
8307 譣 1220 223
8308 玁 1220 223
8309 獫 1220 223
8310 檢 1221 223
8311 撿 1221 223
8312 瞼 1221 223
8313 臉 1221 223
8314 儉 1222 223
8315 芡 1222 223
8316 隒 1223 223
8317 噞 1223 223
8318 貶 1224 223
8319 辨 1224 223
8320 颭 1225 223
8321 忝 1226 223
8322 餂 1226 224
8323 點 1227 224
8324 蒧 1227 224
8325 玷 1227 224
8326 簟 1228 224
8327 橝 1228 224
8328 驔 1228 224
8329 扂 1228 224
8330 淰 1229 224
8331 姌 1229 224
8332 歉 1230 224
8333 慊 1230 224
8334 嗛 1230 224
8335 謙 1230 224
8336 漸 1231 224/225
8337 蔪 1231 225
8338 送 1232 2
8339 鬆 1232 2
8340 宋 1232 2
8341 鳳 1233 2/3
8342 鵬 1233 3
8343 朋 1233 3
8344 奉 1233 3
8345 縫 1233 3
8346 㡝 1233 3
8347 𧪳 1234 3
8348 憁 1234 3
8349 糉 1235 3
8350 粽 1235 3
8351 傯 1235 3
8352 摠 1235 3
8353 緵 1235 3
8354 總 1235 3
8355 翪 1235 3
8356 㚇 1235 3
8357 綜 1235 3/4
8358 䝋 1235 4
8359 縱 1236 4
8360 從 1236 4
8361 凍 1237 4
8362 涷 1237 4
8363 湩 1237 4
8364 棟 1237 4
8365 蝀 1237 4
8366 痛 1238 4
8367 統 1238 4
8368 洞 1239 4
8369 峒 1239 4
8370 絧 1239 4
8371 衕 1239 4
8372 詷 1239 4
8373 恫 1239 4
8374 筒 1239 4
8375 動 1239 4
8376 慟 1239 4
8377 弄 1240 4/5
8378 哢 1240 5
8379 礱 1240 5
8380 哄 1241 5
8381 鬨 1241 5
8382 閧 1241 5
8383 洚 1241 5
8384 烘 1242 5
8385 控 1243 5
8386 鞚 1243 5
8387 悾 1243 5
8388 空 1243 5
8389 倥 1243 5
8390 貢 1244 5
8391 贛 1244 5
8392 灨 1244 5
8393 贑 1244 5
8394 𣹟 1244 5
8395 㔶 1244 5
8396 羾 1244 5
8397 虹 1244 5
8398 𡎴 1244 5
8399 𪄌 1244 5
8400 瓮 1245 6
8401 罋 1245 6
8402 甕 1245 6
8403 夢 1246 6
8404 㝱 1246 6
8405 𡬌 1246 6
8406 瞢 1246 6
8407 懜 1246 6
8408 懵 1246 6
8409 幪 1246 6
8410 溕 1246 6
8411 霿 1246 6
8412 艨 1246 6
8413 雺 1246 6
8414 賵 1247 6
8415 麷 1247 6
8416 諷 1247 6
8417 風 1247 6
8418 葑 1247 6/7
8419 封 1247 7
8420 俸 1247 7
8421 雍 1248 7
8422 雝 1248 7
8423 灉 1248 7
8424 維 1248 7
8425 澭 1248 7
8426 㙲 1248 7
8427 饔 1248 7
8428 𩟷 1248 7
8429 𩌋 1248 7
8430 𧜇 1248 7
8431 衆 1249 7
8432 中 1249 7/8
8433 衷 1249 8
8434 種 1249 8
8435 穜 1249 8
8436 㼿 1249 8
8437 潼 1249 8
8438 重 1249 8
8439 仲 1250 8
8440 中 1250 8
8441 蟲 1250 8
8442 重 1250 8
8443 用 1251 8
8444 頌 1252 8
8445 誦 1252 8
8446 訟 1252 8
8447 從 1253 8
8448 匈 1254 8
8449 哅 1254 8
8450 嗅 1254 8
8451 共 1255 8
8452 恐 1256 8/9
8453 䛪 1256 9
8454 䠻 1256 9
8455 供 1257 9
8456 共 1257 9
8457 憃 1258 9
8458 矗 1258 9
8459 齈 1259 9
8460 鬞 1259 9
8461 寘 1260 10
8462 忮 1260 10
8463 伎 1260 10
8464 觶 1260 10
8465 笫 1260 10
8466 至 1260 10
8467 摯 1260 10
8468 鷙 1260 10
8469 𪁊 1260 10
8470 贄 1260 10/11
8471 質 1260 11
8472 礩 1260 11
8473 志 1260 11
8474 誌 1260 11
8475 識 1260 11
8476 織 1260 11
8477 厎 1260 11
8478 疐 1260 11
8479 𨆫 1260 11
8480 躓 1260 11
8481 輊 1260 11
8482 騺 1260 11
8483 懫 1260 11
8484 懥 1260 11
8485 恣 1261 11
8486 積 1261 11
8487 柴 1261 11/12
8488 漬 1261 12
8489 骴 1261 12
8490 胔 1261 12
8491 眥 1261 12
8492 胾 1261 12
8493 剚 1261 12
8494 椔 1261 12
8495 倳 1261 12
8496 翅 1262 12
8497 𦐊 1262 12
8498 翨 1262 12
8499 熾 1263 12
8500 饎 1263 12
8501 糦 1263 12
8502 𩟄 1263 12
8503 幟 1263 12
8504 織 1263 12
8505 埴 1263 13
8506 侍 1264 13
8507 寺 1264 13
8508 䦙 1264 13
8509 蒔 1264 13
8510 豉 1264 13
8511 𢻃 1264 13
8512 嗜 1264 13
8513 耆 1264 13
8514 視 1264 13
8515 眎 1264 13
8516 眡 1264 13
8517 示 1264 13
8518 謚 1264 13
8519 𧨦 1264 13
8520 事 1264 13
8521 士 1264 13
8522 仕 1264 13
8523 是 1264 13/14
8524 市 1264 14
8525 𣐈 1264 14
8526 恃 1264 14
8527 二 1265 14
8528 貳 1265 14
8529 貸 1265 14
8530 樲 1265 14
8531 餌 1265 14
8532 珥 1265 14
8533 鉺 1265 14
8534 聏 1265 14
8535 刵 1265 14
8536 毦 1265 14/15
8537 咡 1265 15
8538 衈 1265 15
8539 四 1266 15
8540 肆 1266 15
8541 駟 1266 15
8542 泗 1266 15
8543 柶 1266 15
8544 賜 1266 15
8545 澌 1266 15
8546 凘 1266 15
8547 瀃 1266 15
8548 笥 1267 15
8549 思 1267 15/16
8550 伺 1267 16
8551 俟 1267 16
8552 司 1267 16
8553 僿 1267 16
8554 寺 1267 16
8555 嗣 1267 16
8556 飤 1267 16
8557 食 1267 16
8558 飼 1267 16
8559 似 1267 16
8560 自 1268 16
8561 字 1268 16/17
8562 孳 1268 17
8563 牸 1268 17
8564 智 1269 17
8565 知 1269 17
8566 𣉻 1269 17
8567 緻 1269 17
8568 致 1269 17
8569 厎 1269 17
8570 置 1269 17
8571 制 1270 17
8572 㫼 1270 17
8573 晣 1270 17
8574 䀸 1270 17
8575 淛 1270 17
8576 折 1270 17
8577 䱥 1270 17
8578 治 1271 17
8579 致 1271 17
8580 稺 1271 17/18
8581 稚 1271 18
8582 遲 1271 18
8583 謘 1271 18
8584 值 1271 18
8585 直 1271 18
8586 植 1271 18
8587 褫 1271 18
8588 彘 1271 18
8589 眙 1272 18
8590 異 1273 18
8591 肄 1273 18
8592 肆 1273 18
8593 勩 1273 18
8594 廙 1273 18
8595 隶 1273 18
8596 易 1273 18
8597 㑥 1273 18/19
8598 敡 1273 19
8599 施 1273 19
8600 貤 1273 19
8601 袘 1273 19
8602 衪 1273 19
8603 异 1273 19
8604 詒 1273 19
8605 貽 1273 19
8606 義 1273 19
8607 誼 1273 19
8608 𣙤 1273 19
8609 議 1273 19
8610 儗 1273 19
8611 劓 1273 19
8612 詣 1274 19
8613 栺 1274 19
8614 羿 1274 19
8615 𦐧 1274 19
8616 睨 1274 19
8617 堄 1274 19/20
8618 倪 1274 20
8619 輗 1274 20
8620 甈 1274 20
8621 寱 1274 20
8622 帠 1274 20
8623 藝 1274 20
8624 蓺 1274 20
8625 埶 1274 20
8626 囈 1274 20
8627 𢳊 1274 20
8628 褹 1274 20
8629 襼 1274 20
8630 槸 1274 20
8631 艾 1274 20
8632 乂 1274 20
8633 刈 1274 20
8634 䢃 1274 20
8635 㣻 1274 20
8636 劓 1274 20
8637 毅 1274 20
8638 藙 1274 20/21
8639 曳 1275 21
8640 拽 1275 21
8641 抴 1275 21
8642 跇 1275 21
8643 𧙟 1275 21
8644 袣 1275 21
8645 勩 1275 21
8646 呭 1275 21
8647 䛖 1275 21
8648 詍 1275 21
8649 枻 1275 21
8650 栧 1275 21
8651 洩 1275 21
8652 泄 1275 21
8653 㵩 1275 21
8654 裔 1275 21
8655 㵝 1275 21
8656 試 1276 21
8657 弑 1276 21
8658 識 1276 21
8659 始 1276 21
8660 室 1276 21
8661 失 1276 21/22
8662 翅 1276 22
8663 啻 1276 22
8664 施 1276 22
8665 鍦 1276 22
8666 駛 1276 22
8667 使 1276 22
8668 史 1276 22
8669 芰 1277 22
8670 騎 1277 22
8671 䗁 1277 22
8672 伎 1277 22
8673 技 1277 22
8674 妓 1277 22
8675 忌 1277 22
8676 偈 1277 22
8677 嵑 1277 22
8678 臮 1277 22
8679 曁 1277 22
8680 𡏲 1277 22
8681 蔇 1277 22
8682 垍 1277 22
8683 綦 1277 22/23
8684 諅 1277 23
8685 誋 1277 23
8686 惎 1277 23
8687 㥍 1277 23
8688 譬 1278 23
8689 辟 1278 23
8690 睤 1278 23
8691 僻 1278 23
8692 濞 1278 23
8693 淠 1278 23
8694 祕 1279 23
8695 毖 1279 23
8696 閟 1279 23
8697 泌 1279 23
8698 鄪 1279 23
8699 費 1279 23
8700 柲 1279 23
8701 畀 1279 23
8702 庇 1279 23
8703 芘 1279 23
8704 比 1279 23
8705 嬖 1279 23
8706 詖 1279 23/24
8707 陂 1279 24
8708 跛 1279 24
8709 藣 1279 24
8710 佊 1279 24
8711 披 1279 24
8712 避 1280 24
8713 辟 1280 24
8714 薜 1280 24
